metric	value
support8_antecedent8_frontier_cache_load_path	/mnt/data/support8_antecedent8_candidate_universe_76.tsv;/mnt/data/antecedent_shell8_local_exact_result_cache_76.tsv;/mnt/data/antecedent_shell8_local_exact_progress_cache_76.tsv;/mnt/data/antecedent_shell8_local_exact_survivors_76.tsv;/mnt/data/antecedent_shell8_plus_one_result_cache_76.tsv
antecedent_plus_six_frontier_constructor_name	scan_antecedent_shell9_frontier_
antecedent_plus_six_frontier_cache_load_path	/mnt/data/antecedent_plus_six_candidate_universe_76.tsv;/mnt/data/antecedent_shell9_local_exact_result_cache_76.tsv;/mnt/data/antecedent_shell9_local_exact_progress_cache_76.tsv;/mnt/data/antecedent_shell9_local_exact_survivors_76.tsv;/mnt/data/antecedent_shell9_plus_one_result_cache_76.tsv
support8_antecedent9_frontier_constructor_name	scan_antecedent_shell9_frontier_
support8_antecedent9_frontier_cache_load_path	/mnt/data/support8_antecedent9_candidate_universe_76.tsv;/mnt/data/antecedent_shell9_local_exact_result_cache_76.tsv;/mnt/data/antecedent_shell9_local_exact_progress_cache_76.tsv;/mnt/data/antecedent_shell9_local_exact_survivors_76.tsv;/mnt/data/antecedent_shell9_plus_one_result_cache_76.tsv
antecedent_plus_seven_frontier_constructor_name	scan_antecedent_shell10_frontier_
antecedent_plus_seven_frontier_cache_load_path	/mnt/data/antecedent_plus_seven_candidate_universe_76.tsv;/mnt/data/antecedent_shell10_local_exact_result_cache_76.tsv;/mnt/data/antecedent_shell10_local_exact_progress_cache_76.tsv;/mnt/data/antecedent_shell10_local_exact_survivors_76.tsv;/mnt/data/antecedent_shell10_plus_one_result_cache_76.tsv
support8_antecedent10_frontier_constructor_name	scan_antecedent_shell10_frontier_
support8_antecedent10_frontier_cache_load_path	/mnt/data/support8_antecedent10_candidate_universe_76.tsv;/mnt/data/antecedent_shell10_local_exact_result_cache_76.tsv;/mnt/data/antecedent_shell10_local_exact_progress_cache_76.tsv;/mnt/data/antecedent_shell10_local_exact_survivors_76.tsv;/mnt/data/antecedent_shell10_plus_one_result_cache_76.tsv
antecedent_plus_ten_frontier_constructor_name	scan_antecedent_shell13_frontier_
antecedent_plus_ten_frontier_cache_load_path	/mnt/data/antecedent_plus_ten_candidate_universe_90.tsv;/mnt/data/antecedent_shell13_local_exact_result_cache_90.tsv;/mnt/data/antecedent_shell13_local_exact_progress_cache_90.tsv;/mnt/data/antecedent_shell13_local_exact_survivors_90.tsv;/mnt/data/antecedent_shell13_plus_one_result_cache_90.tsv
support8_antecedent13_frontier_constructor_name	scan_antecedent_shell13_frontier_
support8_antecedent13_frontier_cache_load_path	/mnt/data/support8_antecedent13_candidate_universe_90.tsv;/mnt/data/antecedent_shell13_local_exact_result_cache_90.tsv;/mnt/data/antecedent_shell13_local_exact_progress_cache_90.tsv;/mnt/data/antecedent_shell13_local_exact_survivors_90.tsv;/mnt/data/antecedent_shell13_plus_one_result_cache_90.tsv
antecedent_plus_eleven_frontier_constructor_name	scan_antecedent_shell14_frontier_
antecedent_plus_eleven_frontier_cache_load_path	/mnt/data/antecedent_plus_eleven_candidate_universe_90.tsv;/mnt/data/antecedent_shell14_local_exact_result_cache_90.tsv;/mnt/data/antecedent_shell14_local_exact_progress_cache_90.tsv;/mnt/data/antecedent_shell14_local_exact_survivors_90.tsv;/mnt/data/antecedent_shell14_plus_one_result_cache_90.tsv
support8_antecedent14_frontier_constructor_name	scan_antecedent_shell14_frontier_
support8_antecedent14_frontier_cache_load_path	/mnt/data/support8_antecedent14_candidate_universe_90.tsv;/mnt/data/antecedent_shell14_local_exact_result_cache_90.tsv;/mnt/data/antecedent_shell14_local_exact_progress_cache_90.tsv;/mnt/data/antecedent_shell14_local_exact_survivors_90.tsv;/mnt/data/antecedent_shell14_plus_one_result_cache_90.tsv
