region_index	kind	region_fingerprint	source_family_fingerprints	symbol_bound	antecedent_bound	raw_candidates	canonical_candidates	out_of_pool_candidates	local_exact_survivors	plus_one_survivors	theorem_preserving_survivors	why
11	pair_merged	merged:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	21	21	21	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=28 canonical=21 outOfPool=21 ; bounded out-of-pool expansion region scanned
12	pair_merged	merged:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	21	21	21	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=28 canonical=21 outOfPool=21 ; bounded out-of-pool expansion region scanned
13	pair_merged	merged:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)	7	3	28	28	28	0	0	0	mergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
14	pair_merged	merged:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)	7	3	3	3	3	0	0	0	mergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) raw=3 canonical=3 outOfPool=3 ; bounded out-of-pool expansion region scanned
15	pair_merged	merged:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	7	3	7	7	7	0	0	0	mergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) raw=7 canonical=7 outOfPool=7 ; bounded out-of-pool expansion region scanned
16	pair_merged	merged:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	29	29	29	0	0	0	mergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=50 canonical=29 outOfPool=29 ; bounded out-of-pool expansion region scanned
17	pair_merged	merged:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	28	28	28	0	0	0	mergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
18	pair_merged	merged:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)	7	3	28	28	28	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
19	pair_merged	merged:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	7	3	14	14	14	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) raw=14 canonical=14 outOfPool=14 ; bounded out-of-pool expansion region scanned
20	pair_merged	merged:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	28	28	28	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
21	pair_merged	merged:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	14	14	14	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=14 canonical=14 outOfPool=14 ; bounded out-of-pool expansion region scanned
22	pair_merged	merged:n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	7	3	7	7	7	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) raw=7 canonical=7 outOfPool=7 ; bounded out-of-pool expansion region scanned
23	pair_merged	merged:n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	29	29	29	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=50 canonical=29 outOfPool=29 ; bounded out-of-pool expansion region scanned
24	pair_merged	merged:n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	28	28	28	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
25	pair_merged	merged:n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	37	37	37	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=50 canonical=37 outOfPool=37 ; bounded out-of-pool expansion region scanned
26	pair_merged	merged:n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	mergedFamilies=n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
27	pair_merged	merged:n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	mergedFamilies=n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
