region_index	kind	region_fingerprint	source_family_fingerprints	symbol_bound	antecedent_bound	raw_candidates	canonical_candidates	out_of_pool_candidates	local_exact_survivors	plus_one_survivors	theorem_preserving_survivors	why
10	triple_merged	triple:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	81	81	81	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=123 canonical=81 outOfPool=81 ; bounded out-of-pool expansion region scanned
11	triple_merged	triple:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	64	64	64	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=75 canonical=64 outOfPool=64 ; bounded out-of-pool expansion region scanned
12	triple_merged	triple:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	89	89	89	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=123 canonical=89 outOfPool=89 ; bounded out-of-pool expansion region scanned
13	triple_merged	triple:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	107	107	107	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=123 canonical=107 outOfPool=107 ; bounded out-of-pool expansion region scanned
14	triple_merged	triple:n=5 antecedents=[(2,3->4)] => (2,3->2)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->4)] => (2,3->2);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	107	107	107	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->4)] => (2,3->2) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=123 canonical=107 outOfPool=107 ; bounded out-of-pool expansion region scanned
15	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)	7	3	28	28	28	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
16	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	7	3	28	28	28	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
17	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	97	97	97	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=123 canonical=97 outOfPool=97 ; bounded out-of-pool expansion region scanned
18	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
19	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	7	3	7	7	7	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) raw=7 canonical=7 outOfPool=7 ; bounded out-of-pool expansion region scanned
20	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	29	29	29	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=50 canonical=29 outOfPool=29 ; bounded out-of-pool expansion region scanned
21	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	28	28	28	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
22	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	56	56	56	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=82 canonical=56 outOfPool=56 ; bounded out-of-pool expansion region scanned
23	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
24	triple_merged	triple:n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	91	91	91	0	0	0	tripleMergedFamilies=n=6 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=123 canonical=91 outOfPool=91 ; bounded out-of-pool expansion region scanned
25	triple_merged	triple:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)	7	3	28	28	28	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) raw=28 canonical=28 outOfPool=28 ; bounded out-of-pool expansion region scanned
26	triple_merged	triple:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	97	97	97	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=123 canonical=97 outOfPool=97 ; bounded out-of-pool expansion region scanned
27	triple_merged	triple:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
28	triple_merged	triple:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	62	62	62	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=75 canonical=62 outOfPool=62 ; bounded out-of-pool expansion region scanned
29	triple_merged	triple:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
30	triple_merged	triple:n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	82	82	82	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->2) (2,4->4)] => (2,3->3) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=82 canonical=82 outOfPool=82 ; bounded out-of-pool expansion region scanned
31	triple_merged	triple:n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)	7	3	56	56	56	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) raw=82 canonical=56 outOfPool=56 ; bounded out-of-pool expansion region scanned
32	triple_merged	triple:n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	50	50	50	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=50 canonical=50 outOfPool=50 ; bounded out-of-pool expansion region scanned
33	triple_merged	triple:n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	91	91	91	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->1) (2,4->2)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=123 canonical=91 outOfPool=91 ; bounded out-of-pool expansion region scanned
34	triple_merged	triple:n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1)||n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1)||n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1);n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1);n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3)	7	3	151	151	151	0	0	0	tripleMergedFamilies=n=5 antecedents=[(2,3->1) (2,4->4)] => (2,4->1) + n=6 antecedents=[(1,2->1) (2,3->2) (3,4->1)] => (2,3->1) + n=6 antecedents=[(2,3->2) (2,4->2) (3,4->5)] => (2,3->3) raw=189 canonical=151 outOfPool=151 ; bounded out-of-pool expansion region scanned
