case_mode	case_n	case_seed	call_idx	currentV	currentE	currentQ	q_over_e	attachCuts	boundarySize	oldBoundarySize	boundaryZero	ccOne	dense_guard	boundary_guard	E_guard	Q_guard	badQueriesShape	fallback_total_ms	fallback_local_id_adj_ms	fallback_step3_ms	fallback_keep_order_ms	fallback_applyPatch_ms	shadow_prefilter_hit	shadow_attempted	shadow_match	shadow_mismatch_reason	validator_shadow_fail	spqr_total_ms	spqr_delta_ms	spqr_raw_total_ms	spqr_raw_choose_parallel_pair_ms	spqr_raw_recursive_total_ms	spqr_raw_recursive_series_split_ms	ds_total_ms	ds_build_subsetinfo_ms	ds_candidate_loop_ms	ds_comp_vector_init_ms	ds_seed_scan_ms	ds_bfs_queue_pushpop_ms	ds_bfs_neighbor_iter_ms	ds_comp_label_write_ms	ds_partition_loop_ms	ds_connectivity_check_ms	ds_normvec_ms	ds_other_ms	ds_candidate_count	ds_bfs_run_count	ds_seed_scan_hits	ds_queue_pushpop_hits	ds_neighbor_iter_hits	ds_label_write_hits	ds_partition_hits	ds_connectivity_check_hits	ds_accounted_ratio	ds_same_side_reject_count	ds_accepted_candidate_count	ds_other_reject_count	ds_st_separator_candidates	ds_st_separator_ratio
comb_dense	256	1	33	223	14635	5386	0.368022	0	1	0	0	1	1	0	1	1	Q5386_A0_B1_OB0_BZ0_CC1	3.434	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	666.638	663.204	407.116	0.000	407.116	407.116	407.116	1.583	393.284	0.054	0.013	6.498	2.879	2.727	0.000	0.000	0.000	0.078	221	222	222	97244	48400	48622	1	0	0.999809	220	0	1	0	0.000000
comb_dense	256	1	41	215	13776	5122	0.371806	0	2	0	0	0	1	0	1	1	Q5122_A0_B2_OB0_BZ0_CC0	2.785	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	568.694	565.909	341.350	0.000	341.350	341.350	341.350	1.223	329.002	0.048	0.012	5.066	2.533	3.403	0.000	0.000	0.000	0.063	213	213	213	91164	45369	45582	0	0	0.999814	213	0	0	0	0.000000
comb_dense	256	1	49	207	12954	4855	0.374788	0	1	0	0	1	1	0	1	1	Q4855_A0_B1_OB0_BZ0_CC1	3.131	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	549.527	546.396	324.128	0.000	324.128	324.128	324.128	1.138	313.213	0.043	0.011	4.906	2.489	2.270	0.000	0.000	0.000	0.057	205	205	205	84460	42025	42230	0	0	0.999823	205	0	0	0	0.000000
comb_dense	256	1	57	199	12083	4561	0.377472	0	1	0	0	1	1	0	1	1	Q4561_A0_B1_OB0_BZ0_CC1	3.518	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	504.322	500.804	297.231	0.000	297.231	297.231	297.231	1.341	286.544	0.046	0.012	4.629	2.358	2.234	0.002	0.000	0.000	0.065	197	198	198	77228	38416	38614	1	0	0.999782	196	0	1	0	0.000000
comb_dense	256	1	65	191	11284	4297	0.380805	0	2	0	0	0	1	0	1	1	Q4297_A0_B2_OB0_BZ0_CC0	3.126	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	537.092	533.966	256.825	0.000	256.825	256.825	256.825	1.357	246.987	0.034	0.011	4.404	1.982	2.008	0.000	0.000	0.000	0.043	189	189	189	71820	35721	35910	0	0	0.999834	189	0	0	0	0.000000
comb_dense	256	1	73	182	10485	3983	0.379876	1	1	1	0	1	1	0	1	1	Q3983_A1_B1_OB1_BZ0_CC1	2.795	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	477.604	474.810	207.257	0.000	207.257	207.257	207.257	1.618	199.129	0.041	0.008	3.163	1.447	1.808	0.000	0.000	0.000	0.042	180	180	180	65160	32400	32580	0	0	0.999796	180	0	0	0	0.000000
comb_dense	256	1	81	173	9698	3679	0.379357	2	3	2	0	1	1	0	1	1	Q3679_A2_B3_OB2_BZ0_CC1	1.543	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	395.147	393.605	181.064	0.000	181.064	181.064	181.064	1.141	172.832	0.037	0.008	3.030	1.301	2.673	0.000	0.000	0.000	0.042	171	171	171	58824	29241	29412	0	0	0.999767	171	0	0	0	0.000000
comb_dense	256	1	89	166	9019	3468	0.384522	1	2	1	0	1	1	0	1	1	Q3468_A1_B2_OB1_BZ0_CC1	2.137	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	411.056	408.918	186.651	0.000	186.651	186.651	186.651	1.540	178.940	0.031	0.010	3.176	1.450	1.465	0.000	0.000	0.000	0.039	164	164	164	54120	26896	27060	0	0	0.999793	164	0	0	0	0.000000
comb_dense	256	1	97	159	8379	3284	0.391932	0	1	0	0	1	1	0	1	1	Q3284_A0_B1_OB0_BZ0_CC1	2.145	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	375.700	373.555	161.847	0.000	161.847	161.847	161.847	1.601	154.157	0.023	0.009	2.815	1.807	1.405	0.000	0.000	0.000	0.032	157	157	157	49612	24649	24806	0	0	0.999805	157	0	0	0	0.000000
comb_dense	256	1	105	150	7632	2975	0.389806	1	1	1	0	1	1	0	1	1	Q2975_A1_B1_OB1_BZ0_CC1	2.079	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	352.245	350.166	147.906	0.000	147.906	147.906	147.906	1.129	141.277	0.047	0.009	2.514	1.618	1.274	0.000	0.000	0.000	0.038	148	149	149	43516	21609	21758	1	0	0.999743	147	0	1	0	0.000000
comb_dense	256	1	113	143	7028	2783	0.395987	0	2	0	0	0	1	0	1	1	Q2783_A0_B2_OB0_BZ0_CC0	1.869	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	306.426	304.557	131.068	0.000	131.068	131.068	131.068	1.007	124.714	0.110	0.008	2.920	1.147	1.131	0.000	0.000	0.000	0.029	141	141	141	40044	19881	20022	0	0	0.999776	141	0	0	0	0.000000
comb_dense	256	1	121	134	6298	2476	0.393141	1	2	1	0	1	1	0	1	1	Q2476_A1_B2_OB1_BZ0_CC1	1.849	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	268.729	266.880	113.041	0.000	113.041	113.041	113.041	1.131	107.585	0.022	0.007	2.279	0.988	0.998	0.000	0.000	0.000	0.030	132	132	132	35112	17424	17556	0	0	0.999734	132	0	0	0	0.000000
comb_dense	256	1	129	127	5748	2312	0.402227	0	1	0	0	1	1	0	1	1	Q2312_A0_B1_OB0_BZ0_CC1	1.798	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	235.480	233.682	93.572	0.000	93.572	93.572	93.572	0.862	88.903	0.019	0.007	1.915	0.890	0.952	0.000	0.000	0.000	0.023	125	125	125	31500	15625	15750	0	0	0.999755	125	0	0	0	0.000000
comb_dense	256	1	137	119	5166	2091	0.404762	0	2	0	0	0	1	0	1	1	Q2091_A0_B2_OB0_BZ0_CC0	1.483	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	210.686	209.203	83.077	0.000	83.077	83.077	83.077	0.835	78.511	0.019	0.007	1.796	0.947	0.939	0.000	0.000	0.000	0.023	117	117	117	27612	13689	13806	0	0	0.999718	117	0	0	0	0.000000
comb_dense	256	1	145	111	4617	1881	0.407407	0	2	0	0	0	1	0	1	1	Q1881_A0_B2_OB0_BZ0_CC0	1.358	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	198.856	197.498	72.691	0.000	72.691	72.691	72.691	0.680	68.642	0.017	0.006	1.745	0.869	0.710	0.000	0.000	0.000	0.022	109	109	109	23980	11881	11990	0	0	0.999699	109	0	0	0	0.000000
comb_dense	256	1	153	103	4102	1682	0.410044	0	2	0	0	0	1	0	1	1	Q1682_A0_B2_OB0_BZ0_CC0	1.142	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	157.636	156.494	51.796	0.000	51.796	51.796	51.796	0.574	48.954	0.012	0.005	1.091	0.522	0.621	0.000	0.000	0.000	0.017	101	101	101	20604	10201	10302	0	0	0.999681	101	0	0	0	0.000000
comb_dense	256	1	161	95	3608	1482	0.410754	0	2	0	0	0	1	0	1	1	Q1482_A0_B2_OB0_BZ0_CC0	0.934	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	162.109	161.175	41.701	0.000	41.701	41.701	41.701	0.542	39.200	0.012	0.005	0.979	0.479	0.469	0.000	0.000	0.000	0.015	93	93	93	17484	8649	8742	0	0	0.999636	93	0	0	0	0.000000
comb_dense	256	1	169	86	3073	1242	0.404165	1	1	1	0	1	1	0	1	1	Q1242_A1_B1_OB1_BZ0_CC1	0.976	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	139.396	138.420	33.536	0.000	33.536	33.536	33.536	0.564	31.363	0.010	0.005	0.812	0.382	0.387	0.000	0.000	0.000	0.014	84	84	84	14280	7056	7140	0	0	0.999573	84	0	0	0	0.000000
comb_dense	256	1	177	79	2679	1112	0.415080	0	2	0	0	0	1	0	1	1	Q1112_A0_B2_OB0_BZ0_CC0	0.651	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	123.205	122.553	29.576	0.000	29.576	29.576	29.576	0.495	27.406	0.010	0.005	0.913	0.364	0.370	0.000	0.000	0.000	0.014	77	77	77	12012	5929	6006	0	0	0.999535	77	0	0	0	0.000000
comb_dense	256	1	185	71	2248	939	0.417705	0	2	0	0	0	1	0	1	1	Q939_A0_B2_OB0_BZ0_CC0	0.783	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	103.697	102.915	23.185	0.000	23.185	23.185	23.185	0.414	21.473	0.009	0.005	0.659	0.317	0.297	0.000	0.000	0.000	0.012	69	69	69	9660	4761	4830	0	0	0.999499	69	0	0	0	0.000000
comb_dense	256	1	193	63	1832	767	0.418668	0	1	0	0	1	1	0	1	1	Q767_A0_B1_OB0_BZ0_CC1	0.588	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	81.006	80.418	16.243	0.000	16.243	16.243	16.243	0.345	14.978	0.009	0.004	0.458	0.221	0.218	0.000	0.000	0.000	0.010	61	61	61	7564	3721	3782	0	0	0.999364	61	0	0	0	0.000000
comb_dense	256	1	201	55	1463	611	0.417635	0	1	0	0	1	1	0	1	1	Q611_A0_B1_OB0_BZ0_CC1	0.449	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	63.935	63.486	10.538	0.000	10.538	10.538	10.538	0.244	9.575	0.008	0.003	0.320	0.223	0.155	0.000	0.000	0.000	0.009	53	53	53	5724	2809	2862	0	0	0.999115	53	0	0	0	0.000000
comb_dense	256	1	209	47	1093	454	0.415371	0	1	0	0	1	1	0	1	1	Q454_A0_B1_OB0_BZ0_CC1	0.373	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	49.090	48.717	6.915	0.000	6.915	6.915	6.915	0.232	6.183	0.007	0.003	0.246	0.106	0.111	0.000	0.000	0.000	0.027	45	45	45	4140	2025	2070	0	0	0.996120	45	0	0	0	0.000000
comb_dense	256	1	217	39	769	315	0.409623	0	1	0	0	1	1	0	1	1	Q315_A0_B1_OB0_BZ0_CC1	0.325	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	36.287	35.962	4.644	0.000	4.644	4.644	4.644	0.158	4.093	0.005	0.002	0.185	0.112	0.078	0.004	0.000	0.000	0.007	37	38	38	2668	1296	1334	1	0	0.998438	36	0	1	0	0.000000
comb_dense	256	1	225	31	493	200	0.405680	0	1	0	0	1	1	0	1	1	Q200_A0_B1_OB0_BZ0_CC1	0.185	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	22.238	22.053	2.422	0.000	2.422	2.422	2.422	0.084	2.121	0.004	0.002	0.096	0.061	0.045	0.003	0.000	0.000	0.006	29	30	30	1628	784	814	1	0	0.997470	28	0	1	0	0.000000
comb_dense	256	1	233	23	274	109	0.397810	0	1	0	0	1	1	0	1	1	Q109_A0_B1_OB0_BZ0_CC1	0.120	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	11.327	11.207	0.876	0.000	0.876	0.876	0.876	0.051	0.714	0.003	0.002	0.053	0.024	0.025	0.002	0.000	0.000	0.003	21	22	22	844	400	422	1	0	0.996147	20	0	1	0	0.000000
comb_dense	256	1	241	15	115	42	0.365217	0	1	0	0	1	1	0	1	1	Q42_A0_B1_OB0_BZ0_CC1	0.055	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	5.134	5.080	0.136	0.000	0.136	0.136	0.136	0.019	0.095	0.001	0.001	0.011	0.004	0.005	0.000	0.000	0.000	0.002	13	14	14	316	144	158	1	0	0.986546	12	0	1	0	0.000000
comb_dense	256	1	249	7	25	6	0.240000	0	1	0	0	1	0	0	0	0	Q6_A0_B1_OB0_BZ0_CC1	0.018	0.000	0.000	0.000	0.000	1	1	0	debug_off	0	0.518	0.500	0.022	0.000	0.022	0.022	0.022	0.006	0.010	0.000	0.000	0.002	0.001	0.001	0.001	0.000	0.000	0.001	5	6	6	44	16	22	1	0	0.939205	4	0	1	0	0.000000
